,Filename,Set,Dice,HD,SurfaceDSC,SurfaceDistance
0,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0000.png,test,0.8982855677604675,23.0,0.6815203145478375,4.998286063261067
1,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0001.png,test,0.525930643081665,55.0,0.2706766917293233,20.51514102072959
2,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0002.png,test,0.6933817863464355,49.9799959983992,0.3436754176610978,11.287835785728063
3,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0003.png,test,0.6884512305259705,24.698178070456937,0.581151832460733,6.981331564241617
4,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0004.png,test,0.783051609992981,41.0,0.47215295095594345,10.498715530182613
5,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0005.png,test,0.5591397881507874,27.294688127912362,0.6355140186915887,7.136847575035211
6,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0006.png,test,0.8096373677253723,55.036351623268054,0.44545454545454544,12.274691820017008
7,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0007.png,test,0.9381713271141052,19.697715603592208,0.8145161290322581,3.1736942079389845
8,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0008.png,test,0.9136013984680176,90.00555538409837,0.9664804469273743,1.4617407855450282
9,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0009.png,test,0.7702127695083618,50.80354318352215,0.5601023017902813,9.340844717300598
10,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0010.png,test,0.7926031351089478,16.492422502470642,0.7807807807807807,3.8469709949694466
11,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0011.png,test,0.7830188870429993,87.09190547921202,0.8076923076923077,14.083303120391104
12,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0012.png,test,0.892430305480957,27.0,0.8213166144200627,2.8840068820745284
13,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0013.png,test,0.9673956632614136,3.605551275463989,1.0,1.0427286388945667
14,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0014.png,test,0.6773895621299744,88.14193099768123,0.44626593806921677,24.57833429090788
15,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0015.png,test,0.0,142.68847185389575,0.0,68.07888387946747
16,/Users/amithkamath/repo/to_skip_or_not/data/BUSI-experiment/low/test/image/image_0016.png,test,0.8739725947380066,3.605551275463989,1.0,1.2151609628666147
